"round";"time";"type";"clientNum";"chamada";"busyServers";"queueSize";"numDelayed";"cumQ";"cumB"
10;2016-05-30 18:44:04;"arrive";14;"A";7;0;0;0;5166
10;2016-05-30 18:44:11;"arrive";15;"A";8;0;0;0;5215
10;2016-05-30 18:44:55;"depart";15;"A";7;0;0;0;5567
10;2016-05-30 18:45:41;"arrive";16;"A";8;0;0;0;5889
10;2016-05-30 18:46:25;"arrive";17;"A";9;0;0;0;6241
10;2016-05-30 18:46:27;"depart";7;"A";8;0;0;0;6259
10;2016-05-30 18:46:52;"depart";16;"A";7;0;0;0;6459
10;2016-05-30 18:47:56;"arrive";18;"A";8;0;0;0;6907
10;2016-05-30 18:48:05;"depart";18;"A";7;0;0;0;6979
10;2016-05-30 18:48:22;"arrive";19;"A";8;0;0;0;7098
10;2016-05-30 18:48:41;"depart";14;"A";7;0;0;0;7250
10;2016-05-30 18:49:32;"depart";10;"A";6;0;0;0;7607
10;2016-05-30 18:50:41;"depart";13;"A";5;0;0;0;8021
10;2016-05-30 18:50:52;"depart";11;"A";4;0;0;0;8076
10;2016-05-30 18:51:18;"arrive";20;"A";5;0;0;0;8180
10;2016-05-30 18:52:11;"depart";19;"A";4;0;0;0;8445
10;2016-05-30 18:55:54;"arrive";21;"A";5;0;0;0;9337
10;2016-05-30 18:56:03;"arrive";22;"A";6;0;0;0;9382
10;2016-05-30 18:56:51;"depart";12;"A";5;0;0;0;9670
10;2016-05-30 18:57:27;"depart";21;"A";4;0;0;0;9850
10;2016-05-30 18:58:16;"arrive";23;"A";5;0;0;0;10046
10;2016-05-30 18:58:27;"arrive";24;"A";6;0;0;0;10101
10;2016-05-30 18:58:35;"arrive";25;"A";7;0;0;0;10149
10;2016-05-30 19:01:29;"arrive";26;"A";8;0;0;0;11367
