"","x"
"266",7
"267",16
"268",49
"269",59
"270",19
"271",10
"272",12
"273",10
"274",38
"275",48
"276",11
"277",8
"278",21
"279",3
"280",31
"281",55
"282",3
"283",40
"284",6
"285",56
"286",6
"287",7
"288",391
"289",9
"290",214
"291",73
"292",38
"293",4
"294",6
"295",11
"296",20
"297",41
"298",93
"299",44
"300",30
"301",20
"302",80
"303",22
"304",77
"305",94
"306",52
"307",68
"308",4
"309",35
"310",25
"311",10
"312",124
"313",37
"314",14
"315",30
"316",215
"317",28
"318",3
"319",26
"320",22
"321",10
"322",17
"323",7
"324",91
"325",36
"326",73
"327",7
"328",10
"329",25
"330",108
"331",13
"332",39
"333",52
"334",30
"335",83
"336",86
"337",7
"338",93
"339",81
"340",13
"341",38
"342",5
"343",50
"344",12
"345",6
"346",6
"347",6
"348",18
"349",48
"350",63
"351",61
"352",5
"353",12
"354",7
"355",8
"356",16
"357",8
"358",39
"359",6
"360",172
"361",14
"362",8
"363",39
"364",7
"365",23
"366",4
"367",8
"368",5
"369",31
"370",5
"371",6
"372",11
"373",5
"374",21
"375",18
"376",81
"377",7
"378",20
"379",7
"380",9
"381",10
"382",9
"383",61
"384",6
"385",4
"386",5
"387",5
"388",9
"389",8
"390",6
"391",197
"392",17
"393",49
"394",23
"395",38
"396",62
"397",90
"398",83
"399",33
"400",47
"401",197
"402",19
"403",96
"404",27
"405",41
"406",17
"407",49
"408",87
"409",97
"410",46
"411",181
"412",39
"413",42
"414",154
"415",48
"416",85
"417",11
"418",8
"419",33
"420",32
"421",5
"422",24
"423",8
"424",71
"425",9
"426",39
"427",87
"428",60
"429",44
"430",11
"431",90
"432",13
"433",17
"434",28
"435",8
"436",64
"437",3
"438",78
"439",6
"440",12
"441",7
"442",6
"443",29
"444",25
"445",12
"446",60
"447",96
"448",20
"449",6
"450",5
"451",46
"452",13
"453",67
"454",33
"455",11
"456",9
"457",7
"458",36
"459",6
"460",37
"461",15
"462",66
"463",12
"464",4
"465",4
"466",4
"467",4
"468",8
"469",11
"470",5
"471",9
"472",88
"473",10
"474",46
"475",27
"476",29
"477",89
"478",9
"479",67
"480",10
"481",39
"482",6
"483",154
"484",52
"485",10
"486",120
"487",7
"488",84
"489",94
"490",170
"491",5
"492",280
"493",59
"494",5
"495",6
"496",4
"497",39
"498",6
"499",139
"500",30
"501",36
"502",113
"503",37
"504",118
"505",4
"506",62
"507",30
"508",32
"509",8
"510",12
"511",6
"512",10
"513",11
"514",14
"515",71
"516",69
"517",12
"518",118
"519",9
"520",9
"521",65
"522",82
"523",23
"524",141
"525",29
"526",9
"527",18
"528",15
"529",7
"530",15
"531",94
"532",5
"533",10
"534",4
"535",107
"536",8
"537",16
"538",21
"539",5
"540",16
"541",25
"542",70
"543",22
"544",130
"545",6
"546",16
"547",11
"548",96
"549",50
"550",9
"551",49
"552",10
"553",14
"554",60
"555",73
"556",2
"557",9
"558",4
"559",61
"560",5
"561",34
"562",37
"563",44
"564",7
"565",3
"566",5
"567",87
"568",14
"569",12
"570",323
"571",480
"572",8
"573",20
"574",74
"575",55
"576",79
"577",42
"578",58
"579",70
"580",85
"581",195
"582",149
"583",17
"584",84
"585",32
"586",48
"587",68
"588",78
"589",4
"590",71
"591",59
"592",23
"593",8
"594",59
"595",15
"596",57
"597",71
"598",42
"599",42
"600",5
"601",35
"602",33
"603",136
"604",80
"605",18
"606",46
"607",31
"608",16
"609",28
"610",9
"611",97
"612",42
"613",109
"614",69
"615",89
"616",58
"617",104
"618",9
"619",36
"620",75
"621",121
"622",38
"623",39
"624",10
"625",25
"626",5
"627",320
"628",235
"629",124
"630",70
"631",164
"632",456
"633",104
"634",91
"635",71
"636",7
"637",56
"638",360
"639",206
"640",235
"641",4
"642",34
"643",83
"644",113
"645",430
"646",156
"647",303
"648",15
"649",128
"650",9
"651",32
"652",6
"653",183
"654",144
"655",45
"656",30
"657",208
"658",285
"659",40
"660",18
"661",65
"662",316
"663",132
"664",16
"665",16
"666",13
"667",59
"668",152
"669",250
"670",16
"671",268
"672",30
"673",99
"674",63
"675",15
"676",61
"677",33
"678",17
"679",18
"680",191
"681",115
"682",9
"683",52
"684",35
"685",48
"686",15
"687",119
"688",18
"689",40
"690",9
"691",46
"692",126
"693",84
"694",8
"695",36
"696",58
"697",27
"698",29
"699",249
"700",51
"701",223
"702",48
"703",43
"704",27
"705",31
"706",315
"707",84
"708",44
"709",17
"710",15
"711",199
"712",49
"713",19
"714",12
"715",84
"716",158
"717",171
"718",66
"719",5
"720",32
"721",50
"722",103
"723",4
"724",52
"725",33
"726",20
"727",133
"728",20
"729",85
"730",5
"731",155
"732",4
"733",117
"734",5
"735",15
"736",93
"737",22
"738",7
"739",105
"740",13
"741",8
"742",216
"743",63
"744",87
"745",91
"746",70
"747",13
"748",5
"749",27
"750",12
"751",41
"752",40
"753",54
