"time","type","clientNum","chamada","busyServers","queue"
2016-02-16 17:12:29,"arrive",255,"E010",7,0
2016-02-16 17:12:34,"arrive",256,"A118",8,0
2016-02-16 17:12:37,"depart",256,"A118",7,0
2016-02-16 17:12:37,"arrive",257,"E011",8,0
2016-02-16 17:12:46,"depart",254,"E009",7,0
2016-02-16 17:12:47,"arrive",258,"A119",8,0
2016-02-16 17:12:55,"depart",258,"A119",7,0
2016-02-16 17:13:16,"depart",255,"E010",6,0
2016-02-16 17:13:49,"depart",252,"A117",5,0
2016-02-16 17:13:52,"depart",251,"A116",4,0
2016-02-16 17:14:44,"arrive",259,"A120",5,0
2016-02-16 17:14:46,"depart",259,"A120",4,0
2016-02-16 17:14:50,"arrive",260,"A121",5,0
2016-02-16 17:14:58,"arrive",261,"A122",6,0
2016-02-16 17:15:03,"depart",261,"A122",5,0
2016-02-16 17:15:08,"arrive",262,"A123",6,0
2016-02-16 17:15:23,"arrive",263,"A124",7,0
2016-02-16 17:15:25,"arrive",264,"A125",8,0
2016-02-16 17:15:26,"depart",263,"A124",7,0
2016-02-16 17:15:28,"depart",264,"A125",6,0
2016-02-16 17:15:29,"arrive",265,"E012",7,0
2016-02-16 17:15:32,"depart",265,"E012",6,0
2016-02-16 17:15:32,"arrive",266,"E013",7,0
2016-02-16 17:16:12,"depart",244,"A113",6,0
2016-02-16 17:16:13,"arrive",267,"A126",7,0
2016-02-16 17:16:15,"depart",267,"A126",6,0
2016-02-16 17:16:18,"depart",260,"A121",5,0
2016-02-16 17:16:36,"depart",245,"A114",4,0
2016-02-16 17:17:14,"depart",266,"E013",3,0
2016-02-16 17:18:08,"depart",249,"A115",2,0
2016-02-16 17:19:57,"arrive",268,"A127",3,0
2016-02-16 17:20:02,"depart",268,"A127",2,0
2016-02-16 17:21:41,"arrive",269,"A128",3,0
2016-02-16 17:22:55,"depart",262,"A123",2,0
2016-02-16 17:23:13,"arrive",270,"A129",3,0
2016-02-16 17:28:33,"arrive",271,"A130",4,0
2016-02-16 17:32:31,"arrive",272,"A131",5,0
2016-02-16 17:35:42,"depart",269,"A128",4,0
2016-02-16 17:36:26,"depart",257,"E011",3,0
2016-02-16 17:39:33,"arrive",273,"A132",4,0
2016-02-16 17:39:52,"depart",271,"A130",3,0
2016-02-16 17:41:08,"arrive",274,"A133",4,0
2016-02-16 17:41:58,"depart",272,"A131",3,0
2016-02-16 17:45:21,"arrive",275,"A134",4,0
2016-02-16 17:45:32,"arrive",276,"A135",5,0
2016-02-16 17:45:41,"depart",273,"A132",4,0
2016-02-16 17:45:55,"arrive",277,"E014",5,0
2016-02-16 17:49:34,"arrive",278,"A136",6,0
2016-02-16 17:50:14,"depart",270,"A129",5,0
2016-02-16 17:50:20,"depart",274,"A133",4,0
2016-02-16 17:50:52,"arrive",279,"EP005",5,0
2016-02-16 17:53:22,"depart",277,"E014",4,0
2016-02-16 17:55:03,"depart",275,"A134",3,0
2016-02-16 17:55:03,"arrive",280,"A137",4,0
2016-02-16 17:56:11,"depart",279,"EP005",3,0
2016-02-16 17:57:50,"arrive",281,"A138",4,0
2016-02-16 17:58:17,"arrive",282,"A139",5,0
2016-02-16 17:58:29,"depart",276,"A135",4,0
2016-02-16 18:01:10,"arrive",283,"A140",5,0
2016-02-16 18:02:37,"arrive",284,"A141",6,0
2016-02-16 18:02:51,"depart",280,"A137",5,0
2016-02-16 18:03:23,"arrive",285,"A142",6,0
2016-02-16 18:05:20,"arrive",286,"A143",7,0
2016-02-16 18:05:33,"arrive",287,"E015",8,0
2016-02-16 18:05:39,"arrive",288,"A144",9,0
2016-02-16 18:06:46,"arrive",289,"A145",9,1
2016-02-16 18:08:24,"depart",288,"A144",9,0
2016-02-16 18:09:58,"arrive",290,"A146",9,1
2016-02-16 18:10:12,"arrive",291,"A147",9,2
2016-02-16 18:10:26,"depart",282,"A139",9,1
2016-02-16 18:11:09,"depart",285,"A142",9,0
2016-02-16 18:12:39,"arrive",292,"A148",9,1
2016-02-16 18:14:07,"depart",283,"A140",9,0
2016-02-16 18:14:33,"depart",286,"A143",8,0
2016-02-16 18:15:39,"arrive",293,"A149",9,0
2016-02-16 18:17:55,"depart",289,"A145",8,0
2016-02-16 18:18:50,"arrive",294,"A150",9,0
2016-02-16 18:20:41,"depart",290,"A146",8,0
2016-02-16 18:21:42,"depart",293,"A149",7,0
2016-02-16 18:22:12,"arrive",295,"A151",8,0
2016-02-16 18:22:24,"arrive",296,"A152",9,0
2016-02-16 18:22:26,"depart",291,"A147",8,0
2016-02-16 18:26:34,"depart",292,"A148",7,0
2016-02-16 18:28:04,"arrive",297,"A153",8,0
2016-02-16 18:28:30,"depart",295,"A151",7,0
2016-02-16 18:28:45,"depart",296,"A152",6,0
2016-02-16 18:29:12,"depart",284,"A141",5,0
2016-02-16 18:30:31,"arrive",298,"A154",6,0
2016-02-16 18:31:34,"depart",294,"A150",5,0
2016-02-16 18:32:09,"arrive",299,"A155",6,0
2016-02-16 18:32:21,"depart",297,"A153",5,0
2016-02-16 18:32:35,"arrive",300,"A156",6,0
2016-02-16 18:32:48,"arrive",301,"A157",7,0
2016-02-16 18:33:09,"arrive",302,"A158",8,0
2016-02-16 18:33:34,"arrive",303,"A159",9,0
2016-02-16 18:34:58,"depart",301,"A157",8,0
2016-02-16 18:35:47,"depart",303,"A159",7,0
2016-02-16 18:36:23,"arrive",304,"A160",8,0
2016-02-16 18:36:31,"depart",302,"A158",7,0
2016-02-16 18:40:56,"depart",299,"A155",6,0
2016-02-16 18:41:15,"arrive",305,"A162",7,0
2016-02-16 18:41:16,"depart",278,"A136",6,0
2016-02-16 18:42:51,"arrive",306,"A163",7,0
2016-02-16 18:43:08,"arrive",307,"A164",8,0
2016-02-16 18:43:18,"arrive",308,"A165",9,0
2016-02-16 18:46:31,"depart",308,"A165",8,0
2016-02-16 18:47:20,"depart",300,"A156",7,0
2016-02-16 18:48:22,"depart",306,"A163",6,0
2016-02-16 18:49:27,"arrive",309,"A166",7,0
2016-02-16 18:49:31,"arrive",310,"E016",8,0
2016-02-16 18:51:14,"depart",287,"E015",7,0
2016-02-16 18:51:25,"arrive",311,"A167",8,0
2016-02-16 18:51:36,"depart",298,"A154",7,0
2016-02-16 18:51:50,"arrive",312,"EP006",8,0
2016-02-16 18:51:58,"depart",312,"EP006",7,0
2016-02-16 18:52:10,"arrive",313,"A168",8,0
2016-02-16 18:52:44,"arrive",314,"A169",9,0
2016-02-16 18:52:45,"depart",313,"A168",8,0
2016-02-16 18:53:03,"depart",305,"A162",7,0
2016-02-16 18:53:31,"arrive",315,"E017",8,0
2016-02-16 18:54:23,"arrive",316,"A170",9,0
2016-02-16 18:54:50,"arrive",317,"E018",9,1
2016-02-16 18:55:38,"depart",310,"E016",9,0
2016-02-16 18:56:19,"depart",317,"E018",8,0
2016-02-16 18:57:44,"arrive",318,"A171",9,0
2016-02-16 18:58:25,"arrive",319,"E019",9,1
2016-02-16 18:59:59,"depart",309,"A166",9,0
2016-02-16 19:01:20,"depart",316,"A170",8,0
2016-02-16 19:03:48,"depart",315,"E017",7,0
2016-02-16 19:07:48,"depart",319,"E019",6,0
2016-02-16 19:11:32,"depart",304,"A160",5,0
2016-02-16 19:14:16,"depart",318,"A171",4,0
2016-02-16 19:15:53,"depart",314,"A169",3,0
2016-02-16 19:27:03,"depart",281,"A138",2,0
2016-02-16 19:28:29,"depart",307,"A164",1,0
2016-02-16 19:35:41,"depart",311,"A167",0,0
2016-02-17 17:03:22,"arrive",320,"A207",1,0
2016-02-17 17:06:07,"arrive",321,"A208",2,0
2016-02-17 17:06:14,"arrive",322,"A209",3,0
2016-02-17 17:08:58,"arrive",323,"A210",4,0
2016-02-17 17:10:11,"depart",321,"A208",3,0
2016-02-17 17:11:29,"depart",320,"A207",2,0
2016-02-17 17:12:33,"depart",322,"A209",1,0
2016-02-17 17:13:10,"arrive",324,"A211",2,0
2016-02-17 17:13:15,"arrive",325,"A212",3,0
2016-02-17 17:16:07,"arrive",326,"A213",4,0
2016-02-17 17:18:31,"depart",324,"A211",3,0
2016-02-17 17:18:45,"arrive",327,"A214",4,0
2016-02-17 17:18:51,"arrive",328,"A215",5,0
2016-02-17 17:18:58,"arrive",329,"A216",6,0
2016-02-17 17:19:43,"arrive",330,"A217",7,0
2016-02-17 17:19:59,"depart",329,"A216",6,0
2016-02-17 17:21:21,"depart",328,"A215",5,0
2016-02-17 17:22:59,"arrive",331,"A218",6,0
2016-02-17 17:23:22,"depart",325,"A212",5,0
2016-02-17 17:23:48,"arrive",332,"A219",6,0
2016-02-17 17:23:58,"depart",326,"A213",5,0
2016-02-17 17:24:15,"depart",323,"A210",4,0
2016-02-17 17:27:06,"arrive",333,"A220",5,0
2016-02-17 17:30:03,"arrive",334,"A221",6,0
2016-02-17 17:30:08,"depart",330,"A217",5,0
2016-02-17 17:30:08,"arrive",335,"A222",6,0
2016-02-17 17:30:42,"arrive",336,"A223",7,0
2016-02-17 17:32:09,"depart",327,"A214",6,0
2016-02-17 17:32:13,"depart",334,"A221",5,0
2016-02-17 17:32:24,"arrive",337,"A224",6,0
2016-02-17 17:33:54,"arrive",338,"E017",7,0
2016-02-17 17:34:11,"arrive",339,"A225",8,0
2016-02-17 17:35:06,"arrive",340,"A226",9,0
2016-02-17 17:35:14,"depart",331,"A218",8,0
2016-02-17 17:35:56,"arrive",341,"A227",9,0
2016-02-17 17:36:17,"depart",332,"A219",8,0
2016-02-17 17:36:23,"arrive",342,"A228",9,0
2016-02-17 17:36:48,"depart",337,"A224",8,0
2016-02-17 17:37:25,"depart",338,"E017",7,0
2016-02-17 17:38:11,"depart",340,"A226",6,0
2016-02-17 17:38:34,"depart",333,"A220",5,0
2016-02-17 17:39:24,"arrive",343,"A229",6,0
2016-02-17 17:39:28,"arrive",344,"A230",7,0
2016-02-17 17:40:09,"arrive",345,"A231",8,0
2016-02-17 17:41:04,"arrive",346,"A232",9,0
2016-02-17 17:42:42,"depart",343,"A229",8,0
2016-02-17 17:43:44,"depart",342,"A228",7,0
2016-02-17 17:44:28,"arrive",347,"A233",8,0
2016-02-17 17:44:34,"depart",345,"A231",7,0
2016-02-17 17:44:35,"arrive",348,"A234",8,0
2016-02-17 17:44:37,"arrive",349,"A235",9,0
2016-02-17 17:44:40,"depart",346,"A232",8,0
2016-02-17 17:45:05,"arrive",350,"A236",9,0
2016-02-17 17:46:02,"depart",339,"A225",8,0
2016-02-17 17:48:05,"depart",344,"A230",7,0
2016-02-17 17:48:14,"depart",336,"A223",6,0
2016-02-17 17:48:24,"depart",349,"A235",5,0
2016-02-17 17:49:22,"depart",348,"A234",4,0
2016-02-17 17:49:47,"arrive",351,"A237",5,0
2016-02-17 17:50:32,"arrive",352,"A238",6,0
2016-02-17 17:52:03,"arrive",353,"A239",7,0
2016-02-17 17:52:11,"depart",353,"A239",6,0
2016-02-17 17:54:09,"arrive",354,"A240",7,0
2016-02-17 17:54:25,"depart",354,"A240",6,0
2016-02-17 17:55:59,"arrive",355,"A241",7,0
2016-02-17 17:56:03,"depart",355,"A241",6,0
2016-02-17 17:57:21,"arrive",356,"A242",7,0
2016-02-17 17:57:28,"depart",356,"A242",6,0
2016-02-17 17:57:37,"arrive",357,"A243",7,0
2016-02-17 18:58:04,"depart",357,"A243",6,0
2016-02-17 19:17:23,"depart",347,"A233",5,0
2016-02-17 19:38:45,"depart",335,"A222",4,0
2016-02-17 19:45:29,"depart",341,"A227",3,0
2016-02-17 19:59:12,"depart",351,"A237",2,0
2016-02-17 20:05:34,"depart",350,"A236",1,0
2016-02-17 20:34:28,"depart",352,"A238",0,0
2016-02-18 17:02:14,"arrive",358,"A236",1,0
2016-02-18 17:02:23,"arrive",359,"A237",2,0
2016-02-18 17:05:19,"arrive",360,"A238",3,0
2016-02-18 17:06:55,"arrive",361,"A239",4,0
2016-02-18 17:10:05,"arrive",362,"A240",5,0
2016-02-18 17:10:08,"arrive",363,"A241",6,0
2016-02-18 17:10:43,"depart",360,"A238",5,0
2016-02-18 17:10:44,"arrive",364,"A242",6,0
2016-02-18 17:11:02,"depart",361,"A239",5,0
2016-02-18 17:12:23,"depart",364,"A242",4,0
2016-02-18 17:13:04,"arrive",365,"A243",5,0
2016-02-18 17:14:44,"arrive",366,"A244",6,0
2016-02-18 17:15:31,"depart",358,"A236",5,0
2016-02-18 17:15:34,"depart",359,"A237",4,0
2016-02-18 17:16:04,"depart",362,"A240",3,0
2016-02-18 17:16:12,"arrive",367,"A245",4,0
2016-02-18 17:16:20,"arrive",368,"A246",5,0
2016-02-18 17:16:23,"arrive",369,"E009",6,0
2016-02-18 17:18:26,"depart",365,"A243",5,0
2016-02-18 17:18:46,"depart",363,"A241",4,0
2016-02-18 17:21:34,"arrive",370,"A247",5,0
2016-02-18 17:24:00,"arrive",371,"A248",6,0
2016-02-18 17:24:04,"arrive",372,"A249",7,0
2016-02-18 17:28:27,"depart",370,"A247",6,0
2016-02-18 17:29:15,"arrive",373,"A250",7,0
2016-02-18 17:29:22,"arrive",374,"A251",8,0
2016-02-18 17:29:47,"depart",371,"A248",7,0
2016-02-18 17:31:20,"depart",368,"A246",6,0
2016-02-18 17:34:17,"arrive",375,"A252",7,0
2016-02-18 17:34:32,"depart",374,"A251",6,0
2016-02-18 17:34:39,"depart",372,"A249",5,0
2016-02-18 17:35:59,"depart",369,"E009",4,0
2016-02-18 17:36:00,"arrive",376,"A253",5,0
2016-02-18 17:38:23,"depart",375,"A252",4,0
2016-02-18 17:39:02,"arrive",377,"A254",5,0
2016-02-18 17:39:06,"arrive",378,"A255",6,0
2016-02-18 17:39:24,"arrive",379,"A256",7,0
2016-02-18 17:39:54,"arrive",380,"A257",8,0
2016-02-18 17:41:27,"arrive",381,"A258",9,0
2016-02-18 17:41:34,"arrive",382,"A259",9,1
2016-02-18 17:41:52,"depart",367,"A245",9,0
2016-02-18 17:42:28,"depart",377,"A254",8,0
2016-02-18 17:43:06,"depart",376,"A253",7,0
2016-02-18 17:44:24,"arrive",383,"A260",8,0
2016-02-18 17:44:32,"arrive",384,"A261",9,0
2016-02-18 17:45:10,"depart",378,"A255",8,0
2016-02-18 17:45:42,"arrive",385,"A262",9,0
2016-02-18 17:45:44,"depart",379,"A256",8,0
2016-02-18 17:45:56,"arrive",386,"A263",9,0
2016-02-18 17:46:42,"depart",380,"A257",8,0
2016-02-18 17:48:22,"depart",384,"A261",7,0
2016-02-18 17:48:48,"arrive",387,"A264",8,0
2016-02-18 17:50:12,"arrive",388,"A265",9,0
2016-02-18 17:50:22,"arrive",389,"A266",9,1
2016-02-18 17:50:50,"arrive",390,"A267",9,2
2016-02-18 17:51:41,"depart",381,"A258",9,1
2016-02-18 17:52:51,"depart",386,"A263",9,0
2016-02-18 17:54:05,"depart",387,"A264",8,0
2016-02-18 17:54:08,"depart",382,"A259",7,0
2016-02-18 17:54:28,"arrive",391,"A268",8,0
2016-02-18 17:54:33,"depart",390,"A267",7,0
2016-02-18 17:55:11,"arrive",392,"A269",8,0
2016-02-18 17:55:23,"depart",385,"A262",7,0
2016-02-18 17:55:51,"depart",383,"A260",6,0
2016-02-18 17:56:15,"arrive",393,"A270",7,0
2016-02-18 17:56:33,"depart",388,"A265",6,0
2016-02-18 17:56:40,"depart",389,"A266",5,0
2016-02-18 17:57:15,"depart",391,"A268",4,0
2016-02-18 17:59:35,"depart",392,"A269",3,0
2016-02-18 18:00:27,"arrive",394,"A271",4,0
2016-02-18 18:01:58,"arrive",395,"A272",5,0
2016-02-18 18:02:51,"arrive",396,"A273",6,0
2016-02-18 18:03:47,"arrive",397,"A274",7,0
2016-02-18 18:04:04,"arrive",398,"A275",8,0
2016-02-18 18:04:43,"depart",373,"A250",7,0
2016-02-18 18:05:06,"arrive",399,"A276",8,0
2016-02-18 18:05:13,"arrive",400,"A277",9,0
2016-02-18 18:06:08,"arrive",401,"A278",9,1
2016-02-18 18:06:19,"arrive",402,"A279",9,2
2016-02-18 18:06:43,"arrive",403,"A280",9,3
2016-02-18 18:07:03,"depart",394,"A271",9,2
2016-02-18 18:07:03,"arrive",404,"A281",9,3
2016-02-18 18:07:32,"depart",401,"A278",9,2
2016-02-18 18:07:46,"depart",398,"A275",9,1
2016-02-18 18:08:04,"arrive",405,"A282",9,2
2016-02-18 18:08:46,"depart",396,"A273",9,1
2016-02-18 18:09:25,"depart",404,"A281",9,0
2016-02-18 18:10:33,"arrive",406,"A283",9,1
2016-02-18 18:10:40,"depart",400,"A277",9,0
2016-02-18 18:10:53,"depart",395,"A272",8,0
2016-02-18 18:11:04,"depart",397,"A274",7,0
2016-02-18 18:11:07,"arrive",407,"A284",8,0
2016-02-18 18:11:22,"depart",407,"A284",7,0
2016-02-18 18:11:40,"arrive",408,"A285",8,0
2016-02-18 18:11:51,"depart",408,"A285",7,0
2016-02-18 18:12:23,"arrive",409,"A286",8,0
2016-02-18 18:12:42,"depart",402,"A279",7,0
2016-02-18 18:12:50,"arrive",410,"A287",8,0
2016-02-18 18:13:40,"arrive",411,"A288",9,0
2016-02-18 18:14:06,"arrive",412,"A289",9,1
2016-02-18 18:15:03,"arrive",413,"A290",9,2
2016-02-18 18:15:07,"arrive",414,"A291",9,3
2016-02-18 18:15:11,"arrive",415,"A292",9,4
2016-02-18 18:15:42,"depart",366,"A244",9,3
2016-02-18 18:15:47,"depart",405,"A282",9,2
2016-02-18 18:15:48,"depart",411,"A288",9,1
2016-02-18 18:15:57,"depart",406,"A283",9,0
2016-02-18 18:16:48,"arrive",416,"A293",9,1
2016-02-18 18:16:54,"arrive",417,"A294",9,2
2016-02-18 18:17:03,"arrive",418,"A295",9,3
2016-02-18 18:17:18,"depart",409,"A286",9,2
2016-02-18 18:17:22,"arrive",419,"A296",9,3
2016-02-18 18:17:54,"arrive",420,"A297",9,4
2016-02-18 18:18:08,"depart",393,"A270",9,3
2016-02-18 18:18:09,"arrive",421,"A298",9,4
2016-02-18 18:18:14,"arrive",422,"A299",9,5
2016-02-18 18:18:22,"depart",413,"A290",9,4
2016-02-18 18:19:24,"depart",415,"A292",9,3
2016-02-18 18:20:00,"depart",410,"A287",9,2
2016-02-18 18:20:03,"arrive",423,"A300",9,3
2016-02-18 18:20:08,"arrive",424,"A301",9,4
2016-02-18 18:20:40,"arrive",425,"A302",9,5
2016-02-18 18:20:52,"arrive",426,"A303",9,6
2016-02-18 18:21:06,"arrive",427,"A304",9,7
2016-02-18 18:21:42,"arrive",428,"A305",9,8
2016-02-18 18:22:12,"depart",417,"A294",9,7
2016-02-18 18:22:36,"depart",418,"A295",9,6
2016-02-18 18:22:38,"depart",416,"A293",9,5
2016-02-18 18:22:58,"depart",423,"A300",9,4
2016-02-18 18:23:08,"arrive",429,"A306",9,5
2016-02-18 18:23:27,"arrive",430,"A307",9,6
2016-02-18 18:23:33,"depart",412,"A289",9,5
2016-02-18 18:24:07,"depart",420,"A297",9,4
2016-02-18 18:24:17,"arrive",431,"A308",9,5
2016-02-18 18:25:03,"depart",422,"A299",9,4
2016-02-18 18:25:46,"arrive",432,"A309",9,5
2016-02-18 18:26:09,"depart",424,"A301",9,4
2016-02-18 18:27:02,"arrive",433,"A310",9,5
2016-02-18 18:27:09,"depart",426,"A303",9,4
2016-02-18 18:27:54,"depart",425,"A302",9,3
2016-02-18 18:28:11,"arrive",434,"A311",9,4
2016-02-18 18:28:29,"arrive",435,"A312",9,5
2016-02-18 18:28:39,"arrive",436,"A313",9,6
2016-02-18 18:29:04,"arrive",437,"A314",9,7
2016-02-18 18:29:22,"depart",430,"A307",9,6
2016-02-18 18:29:30,"arrive",438,"A315",9,7
2016-02-18 18:29:41,"depart",399,"A276",9,6
2016-02-18 18:29:43,"depart",428,"A305",9,5
2016-02-18 18:30:14,"arrive",439,"A316",9,6
2016-02-18 18:30:22,"arrive",440,"A317",9,7
2016-02-18 18:30:26,"depart",414,"A291",9,6
2016-02-18 18:31:11,"depart",431,"A308",9,5
2016-02-18 18:31:29,"depart",429,"A306",9,4
2016-02-18 18:31:48,"depart",427,"A304",9,3
2016-02-18 18:32:17,"arrive",441,"A318",9,4
2016-02-18 18:32:31,"depart",419,"A296",9,3
2016-02-18 18:32:35,"arrive",442,"A319",9,4
2016-02-18 18:32:44,"depart",421,"A298",9,3
2016-02-18 18:33:43,"depart",435,"A312",9,2
2016-02-18 18:34:00,"depart",403,"A280",9,1
2016-02-18 18:34:02,"arrive",443,"A320",9,2
2016-02-18 18:34:13,"depart",441,"A318",9,1
2016-02-18 18:34:20,"arrive",444,"A321",9,2
2016-02-18 18:34:47,"depart",436,"A313",9,1
2016-02-18 18:34:50,"arrive",445,"A322",9,2
2016-02-18 18:35:05,"depart",443,"A320",9,1
2016-02-18 18:35:21,"depart",444,"A321",9,0
2016-02-18 18:35:38,"depart",434,"A311",8,0
2016-02-18 18:36:19,"arrive",446,"A323",9,0
2016-02-18 18:37:12,"depart",442,"A319",8,0
2016-02-18 18:37:24,"arrive",447,"A324",9,0
2016-02-18 18:37:29,"arrive",448,"A325",9,1
2016-02-18 18:38:01,"depart",437,"A314",9,0
2016-02-18 18:38:06,"arrive",449,"E010",9,1
2016-02-18 18:38:45,"depart",432,"A309",9,0
2016-02-18 18:39:05,"depart",445,"A322",8,0
2016-02-18 18:39:17,"arrive",450,"A326",9,0
2016-02-18 18:39:25,"arrive",451,"A327",9,1
2016-02-18 18:39:28,"depart",438,"A315",9,0
2016-02-18 18:39:35,"depart",440,"A317",8,0
2016-02-18 18:39:42,"depart",450,"A326",7,0
2016-02-18 18:39:44,"depart",433,"A310",6,0
2016-02-18 18:39:49,"depart",439,"A316",5,0
2016-02-18 18:40:05,"arrive",452,"A328",6,0
2016-02-18 18:40:23,"depart",452,"A328",5,0
2016-02-18 18:40:30,"arrive",453,"A329",6,0
2016-02-18 18:40:52,"arrive",454,"A330",7,0
2016-02-18 18:41:00,"arrive",455,"A331",8,0
2016-02-18 18:42:07,"depart",446,"A323",7,0
2016-02-18 18:43:36,"arrive",456,"A332",8,0
2016-02-18 18:43:39,"depart",454,"A330",7,0
2016-02-18 18:43:42,"arrive",457,"A333",8,0
2016-02-18 18:43:45,"depart",449,"E010",7,0
2016-02-18 18:43:45,"arrive",458,"A334",8,0
2016-02-18 18:43:51,"arrive",459,"A335",9,0
2016-02-18 18:43:54,"arrive",460,"A336",9,1
2016-02-18 18:44:05,"arrive",461,"A337",9,2
2016-02-18 18:44:19,"arrive",462,"E011",9,3
2016-02-18 18:44:32,"arrive",463,"A338",9,4
2016-02-18 18:44:48,"arrive",464,"A339",9,5
2016-02-18 18:44:51,"depart",455,"A331",9,4
2016-02-18 18:45:21,"arrive",465,"A340",9,5
2016-02-18 18:45:37,"arrive",466,"A341",9,6
2016-02-18 18:46:11,"arrive",467,"A342",9,7
2016-02-18 18:46:28,"arrive",468,"A343",9,8
2016-02-18 18:46:30,"depart",457,"A333",9,7
2016-02-18 18:46:48,"depart",459,"A335",9,6
2016-02-18 18:46:51,"arrive",469,"A344",9,7
2016-02-18 18:46:55,"depart",448,"A325",9,6
2016-02-18 18:47:04,"depart",460,"A336",9,5
2016-02-18 18:47:09,"depart",456,"A332",9,4
2016-02-18 18:47:16,"depart",463,"A338",9,3
2016-02-18 18:47:19,"depart",464,"A339",9,2
2016-02-18 18:47:33,"depart",466,"A341",9,1
2016-02-18 18:47:34,"depart",465,"A340",9,0
2016-02-18 18:47:43,"depart",462,"E011",8,0
2016-02-18 18:47:48,"depart",467,"A342",7,0
2016-02-18 18:47:50,"depart",469,"A344",6,0
2016-02-18 18:48:56,"depart",453,"A329",5,0
2016-02-18 18:49:08,"depart",458,"A334",4,0
2016-02-18 18:49:18,"depart",447,"A324",3,0
2016-02-18 18:49:30,"arrive",470,"A345",4,0
2016-02-18 18:49:47,"arrive",471,"A346",5,0
2016-02-18 18:49:52,"depart",470,"A345",4,0
2016-02-18 18:50:02,"arrive",472,"A347",5,0
2016-02-18 18:50:32,"arrive",473,"A348",6,0
2016-02-18 18:50:43,"arrive",474,"A349",7,0
2016-02-18 18:50:51,"arrive",475,"EP003",8,0
2016-02-18 18:51:02,"depart",473,"A348",7,0
2016-02-18 18:51:57,"depart",468,"A343",6,0
2016-02-18 18:52:14,"depart",451,"A327",5,0
2016-02-18 18:52:15,"arrive",476,"A350",6,0
2016-02-18 18:52:30,"depart",476,"A350",5,0
2016-02-18 18:52:38,"depart",472,"A347",4,0
2016-02-18 18:53:58,"depart",471,"A346",3,0
2016-02-18 18:54:07,"arrive",477,"A351",4,0
2016-02-18 18:54:18,"depart",477,"A351",3,0
2016-02-18 18:54:46,"arrive",478,"A352",4,0
2016-02-18 18:54:56,"depart",478,"A352",3,0
2016-02-18 18:55:13,"arrive",479,"A353",4,0
2016-02-18 18:55:19,"arrive",480,"A354",5,0
2016-02-18 18:55:22,"depart",479,"A353",4,0
2016-02-18 18:55:54,"depart",474,"A349",3,0
2016-02-18 18:56:01,"arrive",481,"A355",4,0
2016-02-18 18:56:02,"depart",461,"A337",3,0
2016-02-18 18:56:08,"arrive",482,"A356",4,0
2016-02-18 18:56:13,"arrive",483,"A357",5,0
2016-02-18 18:56:22,"arrive",484,"A358",6,0
2016-02-18 18:56:25,"depart",483,"A357",5,0
2016-02-18 18:58:14,"arrive",485,"A359",6,0
2016-02-18 18:58:22,"arrive",486,"A360",7,0
2016-02-18 18:58:26,"depart",485,"A359",6,0
2016-02-18 18:58:35,"arrive",487,"A361",7,0
2016-02-18 18:58:43,"arrive",488,"A362",8,0
2016-02-18 18:58:49,"arrive",489,"A363",9,0
2016-02-18 18:58:51,"arrive",490,"A364",9,1
2016-02-18 18:59:06,"arrive",491,"A365",9,2
2016-02-18 18:59:08,"depart",487,"A361",9,1
2016-02-18 18:59:22,"arrive",492,"A366",9,2
2016-02-18 18:59:51,"arrive",493,"A367",9,3
2016-02-18 19:00:11,"depart",484,"A358",9,2
2016-02-18 19:00:32,"depart",475,"EP003",9,1
2016-02-18 19:00:55,"depart",480,"A354",9,0
2016-02-18 19:01:14,"depart",493,"A367",8,0
2016-02-18 19:01:42,"depart",486,"A360",7,0
2016-02-18 19:01:55,"depart",481,"A355",6,0
2016-02-18 19:03:47,"depart",489,"A363",5,0
2016-02-18 19:04:23,"depart",488,"A362",4,0
2016-02-18 19:04:41,"depart",492,"A366",3,0
2016-02-18 19:05:19,"depart",491,"A365",2,0
2016-02-18 19:05:21,"depart",490,"A364",1,0
2016-02-18 19:06:04,"depart",482,"A356",0,0
2016-02-19 17:04:30,"arrive",494,"A203",1,0
2016-02-19 17:08:57,"arrive",495,"A204",2,0
2016-02-19 17:17:03,"depart",495,"A204",1,0
2016-02-19 17:17:04,"arrive",496,"A205",2,0
2016-02-19 17:17:23,"arrive",497,"A206",3,0
2016-02-19 17:20:30,"arrive",498,"A207",4,0
2016-02-19 17:20:33,"arrive",499,"A208",5,0
2016-02-19 17:22:23,"arrive",500,"A209",6,0
2016-02-19 17:23:43,"arrive",501,"A210",7,0
2016-02-19 17:23:46,"depart",499,"A208",6,0
2016-02-19 17:23:50,"arrive",502,"A211",7,0
2016-02-19 17:24:03,"depart",498,"A207",6,0
2016-02-19 17:24:09,"depart",500,"A209",5,0
2016-02-19 17:24:33,"arrive",503,"A212",6,0
2016-02-19 17:27:03,"depart",502,"A211",5,0
2016-02-19 17:28:15,"depart",503,"A212",4,0
2016-02-19 17:31:09,"arrive",504,"A213",5,0
2016-02-19 17:32:47,"arrive",505,"A214",6,0
2016-02-19 17:32:55,"arrive",506,"A215",7,0
2016-02-19 17:34:54,"depart",501,"A210",6,0
