"Data","Hora.Chegada","Chamada","Hora.Chamada","Guiche","Tempo.Espera","arrivalTimestamp","servStartTimestamp","turno","prefer","Tipo","waitingTime","servDuration","timediff"
"2016/02/03","20:09:11","A089","20:15:21","6","6",2016-02-03 20:09:11,2016-02-03 20:15:21,"3",FALSE,"A",370,1728,103
"2016/02/03","20:22:18","A090","20:23:13","5","0",2016-02-03 20:22:18,2016-02-03 20:23:13,"3",FALSE,"A",55,732,787
"2016/02/04","20:16:34","A120","20:17:13","3","0",2016-02-04 20:16:34,2016-02-04 20:17:13,"3",FALSE,"A",39,816,1766
"2016/02/04","20:23:39","EP002","20:24:03","5","0",2016-02-04 20:23:39,2016-02-04 20:24:03,"3",TRUE,"EP",24,598,425
"2016/02/04","20:30:40","A123","20:34:01","5","3",2016-02-04 20:30:40,2016-02-04 20:34:01,"3",FALSE,"A",201,896,9
"2016/02/04","20:32:51","A124","20:34:11","6","1",2016-02-04 20:32:51,2016-02-04 20:34:11,"3",FALSE,"A",80,89,131
"2016/02/04","20:35:30","A125","20:35:40","6","0",2016-02-04 20:35:30,2016-02-04 20:35:40,"3",FALSE,"A",10,462,159
"2016/02/05","20:07:11","A113","20:07:16","9","0",2016-02-05 20:07:11,2016-02-05 20:07:16,"3",FALSE,"A",5,1859,1011
"2016/02/10","20:01:19","A218","20:02:25","1","1",2016-02-10 20:01:19,2016-02-10 20:02:25,"3",FALSE,"A",66,346,517
"2016/02/10","20:03:45","A219","20:04:37","4","0",2016-02-10 20:03:45,2016-02-10 20:04:37,"3",FALSE,"A",52,724,146
"2016/02/10","20:04:55","A220","20:05:29","9","0",2016-02-10 20:04:55,2016-02-10 20:05:29,"3",FALSE,"A",34,539,70
"2016/02/10","20:06:35","A221","20:07:47","5","1",2016-02-10 20:06:35,2016-02-10 20:07:47,"3",FALSE,"A",72,194,100
"2016/02/10","20:07:25","A222","20:08:11","1","0",2016-02-10 20:07:25,2016-02-10 20:08:11,"3",FALSE,"A",46,1515,50
"2016/02/10","20:09:49","A223","20:11:01","5","1",2016-02-10 20:09:49,2016-02-10 20:11:01,"3",FALSE,"A",72,631,144
"2016/02/10","20:13:01","A224","20:14:28","9","1",2016-02-10 20:13:01,2016-02-10 20:14:28,"3",FALSE,"A",87,15,192
"2016/02/10","20:14:12","A225","20:14:43","9","0",2016-02-10 20:14:12,2016-02-10 20:14:43,"3",FALSE,"A",31,509,71
"2016/02/10","20:16:30","A226","20:16:41","4","0",2016-02-10 20:16:30,2016-02-10 20:16:41,"3",FALSE,"A",11,249,138
"2016/02/10","20:20:14","A227","20:20:50","4","0",2016-02-10 20:20:14,2016-02-10 20:20:50,"3",FALSE,"A",36,281,224
"2016/02/10","20:23:21","A232","20:28:10","3","4",2016-02-10 20:23:21,2016-02-10 20:28:10,"3",FALSE,"A",289,101,32
"2016/02/10","20:29:35","A233","20:29:51","3","0",2016-02-10 20:29:35,2016-02-10 20:29:51,"3",FALSE,"A",16,225,374
"2016/02/10","20:30:56","A235","20:33:36","3","2",2016-02-10 20:30:56,2016-02-10 20:33:36,"3",FALSE,"A",160,70,65
"2016/02/11","20:01:26","A141","20:01:43","9","0",2016-02-11 20:01:26,2016-02-11 20:01:43,"3",FALSE,"A",17,73,206
"2016/02/11","20:01:32","A142","20:01:55","8","0",2016-02-11 20:01:32,2016-02-11 20:01:55,"3",FALSE,"A",23,1675,6
"2016/02/11","20:02:08","EP005","20:07:40","3","5",2016-02-11 20:02:08,2016-02-11 20:07:40,"3",TRUE,"EP",332,1484,36
"2016/02/11","20:02:18","A143","20:02:56","9","0",2016-02-11 20:02:18,2016-02-11 20:02:56,"3",FALSE,"A",38,3,10
"2016/02/11","20:02:30","A144","20:02:59","9","0",2016-02-11 20:02:30,2016-02-11 20:02:59,"3",FALSE,"A",29,152,12
"2016/02/11","20:03:18","A145","20:03:34","5","0",2016-02-11 20:03:18,2016-02-11 20:03:34,"3",FALSE,"A",16,695,48
"2016/02/11","20:03:34","A146","20:03:50","4","0",2016-02-11 20:03:34,2016-02-11 20:03:50,"3",FALSE,"A",16,1485,16
"2016/02/11","20:14:52","A148","20:15:09","5","0",2016-02-11 20:14:52,2016-02-11 20:15:09,"3",FALSE,"A",17,794,581
"2016/02/11","20:27:40","A150","20:28:23","5","0",2016-02-11 20:27:40,2016-02-11 20:28:23,"3",FALSE,"A",43,642,695
"2016/02/11","20:27:45","A151","20:28:35","4","0",2016-02-11 20:27:45,2016-02-11 20:28:35,"3",FALSE,"A",50,1200,5
"2016/02/11","20:28:33","A152","20:29:50","8","1",2016-02-11 20:28:33,2016-02-11 20:29:50,"3",FALSE,"A",77,1765,48
"2016/02/11","20:38:53","A154","20:39:05","5","0",2016-02-11 20:38:53,2016-02-11 20:39:05,"3",FALSE,"A",12,434,408
"2016/02/11","20:46:13","A155","20:46:19","5","0",2016-02-11 20:46:13,2016-02-11 20:46:19,"3",FALSE,"A",6,633,440
"2016/02/12","20:03:49","A135","20:23:21","6","19",2016-02-12 20:03:49,2016-02-12 20:23:21,"3",FALSE,"A",1172,87,171
"2016/02/12","20:06:59","A136","20:24:17","7","17",2016-02-12 20:06:59,2016-02-12 20:24:17,"3",FALSE,"A",1038,1814,190
"2016/02/12","20:14:04","A138","20:26:18","5","12",2016-02-12 20:14:04,2016-02-12 20:26:18,"3",FALSE,"A",734,525,342
"2016/02/12","20:17:11","A139","20:27:10","3","9",2016-02-12 20:17:11,2016-02-12 20:27:10,"3",FALSE,"A",599,878,187
"2016/02/12","20:34:47","A140","20:35:03","5","0",2016-02-12 20:34:47,2016-02-12 20:35:03,"3",FALSE,"A",16,381,1056
"2016/02/12","20:38:47","A141","20:41:24","5","2",2016-02-12 20:38:47,2016-02-12 20:41:24,"3",FALSE,"A",157,833,240
"2016/02/12","20:39:56","A142","20:41:48","3","1",2016-02-12 20:39:56,2016-02-12 20:41:48,"3",FALSE,"A",112,503,69
"2016/02/12","20:50:06","A143","20:50:11","3","0",2016-02-12 20:50:06,2016-02-12 20:50:11,"3",FALSE,"A",5,250,610
"2016/02/15","20:11:50","A190","20:14:01","9","2",2016-02-15 20:11:50,2016-02-15 20:14:01,"3",FALSE,"A",131,244,776
"2016/02/15","20:15:51","A191","20:16:40","5","0",2016-02-15 20:15:51,2016-02-15 20:16:40,"3",FALSE,"A",49,555,241
"2016/02/15","20:17:51","A192","20:18:05","9","0",2016-02-15 20:17:51,2016-02-15 20:18:05,"3",FALSE,"A",14,148,120
"2016/02/15","20:22:31","A194","20:22:43","8","0",2016-02-15 20:22:31,2016-02-15 20:22:43,"3",FALSE,"A",12,191,128
"2016/02/15","20:22:54","A195","20:24:51","3","1",2016-02-15 20:22:54,2016-02-15 20:24:51,"3",FALSE,"A",117,2097,23
"2016/02/15","20:22:57","A196","20:25:54","8","2",2016-02-15 20:22:57,2016-02-15 20:25:54,"3",FALSE,"A",177,506,3
"2016/02/15","20:24:28","A197","20:25:55","5","1",2016-02-15 20:24:28,2016-02-15 20:25:55,"3",FALSE,"A",87,375,91
"2016/02/15","20:29:40","A198","20:30:11","4","0",2016-02-15 20:29:40,2016-02-15 20:30:11,"3",FALSE,"A",31,1634,312
"2016/02/15","20:30:17","A199","20:32:10","5","1",2016-02-15 20:30:17,2016-02-15 20:32:10,"3",FALSE,"A",113,1187,37
"2016/02/15","20:31:51","A200","20:34:20","8","2",2016-02-15 20:31:51,2016-02-15 20:34:20,"3",FALSE,"A",149,4027,94
"2016/02/15","20:51:50","A202","20:51:57","5","0",2016-02-15 20:51:50,2016-02-15 20:51:57,"3",FALSE,"A",7,1517,139
"2016/02/15","20:56:21","A203","20:57:25","4","1",2016-02-15 20:56:21,2016-02-15 20:57:25,"3",FALSE,"A",64,662,271
"2016/02/16","20:01:59","A192","20:02:03","5","0",2016-02-16 20:01:59,2016-02-16 20:02:03,"3",FALSE,"A",4,376,350
"2016/02/16","20:04:04","A193","20:04:06","6","0",2016-02-16 20:04:04,2016-02-16 20:04:06,"3",FALSE,"A",2,209,47
"2016/02/16","20:05:13","A194","20:05:45","3","0",2016-02-16 20:05:13,2016-02-16 20:05:45,"3",FALSE,"A",32,476,69
"2016/02/16","20:05:53","E025","20:07:35","6","1",2016-02-16 20:05:53,2016-02-16 20:07:35,"3",FALSE,"E",102,2062,40
"2016/02/16","20:07:30","A195","20:08:19","5","0",2016-02-16 20:07:30,2016-02-16 20:08:19,"3",FALSE,"A",49,1110,97
"2016/02/16","20:13:13","A196","20:13:41","3","0",2016-02-16 20:13:13,2016-02-16 20:13:41,"3",FALSE,"A",28,4585,343
"2016/02/16","20:13:23","A197","20:14:08","8","0",2016-02-16 20:13:23,2016-02-16 20:14:08,"3",FALSE,"A",45,739,10
"2016/02/16","20:15:06","A199","20:15:35","4","0",2016-02-16 20:15:06,2016-02-16 20:15:35,"3",FALSE,"A",29,3193,33
"2016/02/16","20:16:02","A200","20:16:04","7","0",2016-02-16 20:16:02,2016-02-16 20:16:04,"3",FALSE,"A",2,332,56
"2016/02/16","20:21:34","A201","20:21:36","7","0",2016-02-16 20:21:34,2016-02-16 20:21:36,"3",FALSE,"A",2,807,332
"2016/02/16","20:26:12","A202","20:26:27","8","0",2016-02-16 20:26:12,2016-02-16 20:26:27,"3",FALSE,"A",15,870,278
"2016/02/16","20:26:25","A203","20:26:49","5","0",2016-02-16 20:26:25,2016-02-16 20:26:49,"3",FALSE,"A",24,1224,13
"2016/02/16","20:34:43","A204","20:35:03","7","0",2016-02-16 20:34:43,2016-02-16 20:35:03,"3",FALSE,"A",20,652,498
"2016/02/16","20:40:46","A205","20:40:57","8","0",2016-02-16 20:40:46,2016-02-16 20:40:57,"3",FALSE,"A",11,2325,363
"2016/02/16","20:41:55","A206","20:41:57","6","0",2016-02-16 20:41:55,2016-02-16 20:41:57,"3",FALSE,"A",2,187,69
"2016/02/16","20:44:45","A207","20:45:04","6","0",2016-02-16 20:44:45,2016-02-16 20:45:04,"3",FALSE,"A",19,663,170
"2016/02/16","20:45:51","A208","20:45:55","7","0",2016-02-16 20:45:51,2016-02-16 20:45:55,"3",FALSE,"A",4,2901,66
"2016/02/16","20:47:02","A209","20:47:13","5","0",2016-02-16 20:47:02,2016-02-16 20:47:13,"3",FALSE,"A",11,2649,71
"2016/02/16","20:56:03","A210","20:56:07","6","0",2016-02-16 20:56:03,2016-02-16 20:56:07,"3",FALSE,"A",4,728,541
"2016/02/17","20:02:15","A252","20:02:37","9","0",2016-02-17 20:02:15,2016-02-17 20:02:37,"3",FALSE,"A",22,552,62
"2016/02/17","20:02:43","A253","20:05:07","4","2",2016-02-17 20:02:43,2016-02-17 20:05:07,"3",FALSE,"A",144,117,28
"2016/02/17","20:05:33","A254","20:06:23","1","0",2016-02-17 20:05:33,2016-02-17 20:06:23,"3",FALSE,"A",50,2355,170
"2016/02/17","20:06:01","A255","20:07:04","4","1",2016-02-17 20:06:01,2016-02-17 20:07:04,"3",FALSE,"A",63,107,28
"2016/02/17","20:06:18","A256","20:07:54","3","1",2016-02-17 20:06:18,2016-02-17 20:07:54,"3",FALSE,"A",96,786,17
"2016/02/17","20:07:02","E018","20:08:02","16","1",2016-02-17 20:07:02,2016-02-17 20:08:02,"3",FALSE,"E",60,412,44
"2016/02/17","20:07:29","E019","20:14:54","16","7",2016-02-17 20:07:29,2016-02-17 20:14:54,"3",FALSE,"E",445,1524,27
"2016/02/17","20:08:12","A257","20:08:51","4","0",2016-02-17 20:08:12,2016-02-17 20:08:51,"3",FALSE,"A",39,396,43
"2016/02/17","20:09:21","A258","20:11:49","9","2",2016-02-17 20:09:21,2016-02-17 20:11:49,"3",FALSE,"A",148,1905,69
"2016/02/17","20:10:49","A259","20:15:23","8","4",2016-02-17 20:10:49,2016-02-17 20:15:23,"3",FALSE,"A",274,178,88
"2016/02/17","20:11:01","A260","20:15:27","4","4",2016-02-17 20:11:01,2016-02-17 20:15:27,"3",FALSE,"A",266,3714,12
"2016/02/17","20:17:31","A261","20:18:21","8","0",2016-02-17 20:17:31,2016-02-17 20:18:21,"3",FALSE,"A",50,606,390
"2016/02/17","20:20:40","A262","20:21:00","3","0",2016-02-17 20:20:40,2016-02-17 20:21:00,"3",FALSE,"A",20,801,189
"2016/02/17","20:21:24","A263","20:24:26","7","3",2016-02-17 20:21:24,2016-02-17 20:24:26,"3",FALSE,"A",182,1444,44
"2016/02/17","20:28:21","A264","20:28:27","8","0",2016-02-17 20:28:21,2016-02-17 20:28:27,"3",FALSE,"A",6,703,417
"2016/02/17","20:34:10","A265","20:34:21","3","0",2016-02-17 20:34:10,2016-02-17 20:34:21,"3",FALSE,"A",11,1187,349
"2016/02/17","20:35:53","E020","20:40:18","16","4",2016-02-17 20:35:53,2016-02-17 20:40:18,"3",FALSE,"E",265,638,103
"2016/02/17","20:44:32","E021","20:50:56","16","6",2016-02-17 20:44:32,2016-02-17 20:50:56,"3",FALSE,"E",384,4611,100
"2016/02/17","20:48:29","A270","20:48:30","7","0",2016-02-17 20:48:29,2016-02-17 20:48:30,"3",FALSE,"A",1,651,172
"2016/02/18","20:00:18","A432","20:11:40","9","11",2016-02-18 20:00:18,2016-02-18 20:11:40,"3",FALSE,"A",682,596,193
"2016/02/18","20:01:12","A433","20:12:06","3","10",2016-02-18 20:01:12,2016-02-18 20:12:06,"3",FALSE,"A",654,399,54
"2016/02/18","20:05:45","A434","20:13:56","5","8",2016-02-18 20:05:45,2016-02-18 20:13:56,"3",FALSE,"A",491,254,273
"2016/02/18","20:06:47","A435","20:16:21","7","9",2016-02-18 20:06:47,2016-02-18 20:16:21,"3",FALSE,"A",574,424,62
"2016/02/18","20:06:58","A436","20:18:10","5","11",2016-02-18 20:06:58,2016-02-18 20:18:10,"3",FALSE,"A",672,295,11
"2016/02/18","20:07:09","A437","20:18:45","3","11",2016-02-18 20:07:09,2016-02-18 20:18:45,"3",FALSE,"A",696,539,11
"2016/02/18","20:07:18","A438","20:19:36","6","12",2016-02-18 20:07:18,2016-02-18 20:19:36,"3",FALSE,"A",738,239,9
"2016/02/18","20:10:21","A439","20:21:36","9","11",2016-02-18 20:10:21,2016-02-18 20:21:36,"3",FALSE,"A",675,183,183
"2016/02/18","20:10:41","A440","20:23:05","5","12",2016-02-18 20:10:41,2016-02-18 20:23:05,"3",FALSE,"A",744,313,20
"2016/02/18","20:11:06","A441","20:23:25","7","12",2016-02-18 20:11:06,2016-02-18 20:23:25,"3",FALSE,"A",739,354,25
"2016/02/18","20:11:27","A442","20:23:35","6","12",2016-02-18 20:11:27,2016-02-18 20:23:35,"3",FALSE,"A",728,291,21
"2016/02/18","20:11:38","A443","20:23:43","16","12",2016-02-18 20:11:38,2016-02-18 20:23:43,"3",FALSE,"A",725,227,11
"2016/02/18","20:11:47","A444","20:24:39","9","12",2016-02-18 20:11:47,2016-02-18 20:24:39,"3",FALSE,"A",772,145,9
"2016/02/18","20:12:04","A445","20:25:17","4","13",2016-02-18 20:12:04,2016-02-18 20:25:17,"3",FALSE,"A",793,939,17
"2016/02/18","20:12:15","A446","20:27:04","9","14",2016-02-18 20:12:15,2016-02-18 20:27:04,"3",FALSE,"A",889,560,11
"2016/02/18","20:14:14","A447","20:27:30","16","13",2016-02-18 20:14:14,2016-02-18 20:27:30,"3",FALSE,"A",796,1538,119
"2016/02/18","20:14:28","A448","20:27:44","3","13",2016-02-18 20:14:28,2016-02-18 20:27:44,"3",FALSE,"A",796,19,14
"2016/02/18","20:14:58","E019","20:17:37","16","2",2016-02-18 20:14:58,2016-02-18 20:17:37,"3",FALSE,"E",159,366,30
"2016/02/18","20:15:21","A449","20:28:03","3","12",2016-02-18 20:15:21,2016-02-18 20:28:03,"3",FALSE,"A",762,1548,23
"2016/02/18","20:16:35","A450","20:28:18","5","11",2016-02-18 20:16:35,2016-02-18 20:28:18,"3",FALSE,"A",703,359,74
"2016/02/18","20:16:38","A451","20:28:26","6","11",2016-02-18 20:16:38,2016-02-18 20:28:26,"3",FALSE,"A",708,367,3
"2016/02/18","20:16:44","A452","20:29:19","7","12",2016-02-18 20:16:44,2016-02-18 20:29:19,"3",FALSE,"A",755,916,6
"2016/02/18","20:17:12","A453","20:33:51","8","16",2016-02-18 20:17:12,2016-02-18 20:33:51,"3",FALSE,"A",999,19,28
"2016/02/18","20:18:33","A454","20:34:10","8","15",2016-02-18 20:18:33,2016-02-18 20:34:10,"3",FALSE,"A",937,230,81
"2016/02/18","20:19:10","A455","20:34:17","5","15",2016-02-18 20:19:10,2016-02-18 20:34:17,"3",FALSE,"A",907,272,37
"2016/02/18","20:19:47","A456","20:34:33","6","14",2016-02-18 20:19:47,2016-02-18 20:34:33,"3",FALSE,"A",886,15,37
"2016/02/18","20:21:19","A457","20:34:48","6","13",2016-02-18 20:21:19,2016-02-18 20:34:48,"3",FALSE,"A",809,10,92
"2016/02/18","20:21:40","A458","20:34:58","6","13",2016-02-18 20:21:40,2016-02-18 20:34:58,"3",FALSE,"A",798,254,21
"2016/02/18","20:22:36","A459","20:36:24","9","13",2016-02-18 20:22:36,2016-02-18 20:36:24,"3",FALSE,"A",828,785,56
"2016/02/18","20:22:39","A460","20:38:00","8","15",2016-02-18 20:22:39,2016-02-18 20:38:00,"3",FALSE,"A",921,204,3
"2016/02/18","20:22:43","A461","20:38:49","5","16",2016-02-18 20:22:43,2016-02-18 20:38:49,"3",FALSE,"A",966,475,4
"2016/02/18","20:23:28","A462","20:39:12","6","15",2016-02-18 20:23:28,2016-02-18 20:39:12,"3",FALSE,"A",944,388,45
"2016/02/18","20:23:34","A463","20:40:56","4","17",2016-02-18 20:23:34,2016-02-18 20:40:56,"3",FALSE,"A",1042,175,6
"2016/02/18","20:23:58","A464","20:41:24","8","17",2016-02-18 20:23:58,2016-02-18 20:41:24,"3",FALSE,"A",1046,174,24
"2016/02/18","20:24:06","A465","20:43:51","4","19",2016-02-18 20:24:06,2016-02-18 20:43:51,"3",FALSE,"A",1185,54,8
"2016/02/18","20:24:25","A466","20:44:18","8","19",2016-02-18 20:24:25,2016-02-18 20:44:18,"3",FALSE,"A",1193,173,19
"2016/02/18","20:24:31","A467","20:44:35","7","20",2016-02-18 20:24:31,2016-02-18 20:44:35,"3",FALSE,"A",1204,25,6
"2016/02/18","20:24:35","A468","20:44:45","4","20",2016-02-18 20:24:35,2016-02-18 20:44:45,"3",FALSE,"A",1210,246,4
"2016/02/18","20:24:38","A469","20:45:00","7","20",2016-02-18 20:24:38,2016-02-18 20:45:00,"3",FALSE,"A",1222,435,3
"2016/02/18","20:24:55","A470","20:45:40","6","20",2016-02-18 20:24:55,2016-02-18 20:45:40,"3",FALSE,"A",1245,254,17
"2016/02/18","20:25:56","A471","20:46:44","5","20",2016-02-18 20:25:56,2016-02-18 20:46:44,"3",FALSE,"A",1248,939,61
"2016/02/18","20:26:03","A472","20:47:11","8","21",2016-02-18 20:26:03,2016-02-18 20:47:11,"3",FALSE,"A",1268,866,7
"2016/02/18","20:26:16","A473","20:48:51","4","22",2016-02-18 20:26:16,2016-02-18 20:48:51,"3",FALSE,"A",1355,113,13
"2016/02/18","20:26:27","A474","20:49:29","9","23",2016-02-18 20:26:27,2016-02-18 20:49:29,"3",FALSE,"A",1382,14,11
"2016/02/18","20:26:40","A475","20:49:43","9","23",2016-02-18 20:26:40,2016-02-18 20:49:43,"3",FALSE,"A",1383,9,13
"2016/02/18","20:27:35","A476","20:49:52","9","22",2016-02-18 20:27:35,2016-02-18 20:49:52,"3",FALSE,"A",1337,1000,55
"2016/02/18","20:28:27","A477","20:49:54","6","21",2016-02-18 20:28:27,2016-02-18 20:49:54,"3",FALSE,"A",1287,14,52
"2016/02/18","20:28:32","A478","20:50:08","6","21",2016-02-18 20:28:32,2016-02-18 20:50:08,"3",FALSE,"A",1296,15,5
"2016/02/18","20:29:16","A479","20:50:23","6","21",2016-02-18 20:29:16,2016-02-18 20:50:23,"3",FALSE,"A",1267,11,44
"2016/02/18","20:29:58","A480","20:50:34","6","20",2016-02-18 20:29:58,2016-02-18 20:50:34,"3",FALSE,"A",1236,9,42
"2016/02/18","20:30:05","A481","20:50:43","6","20",2016-02-18 20:30:05,2016-02-18 20:50:43,"3",FALSE,"A",1238,464,7
"2016/02/18","20:30:45","A482","20:50:44","4","19",2016-02-18 20:30:45,2016-02-18 20:50:44,"3",FALSE,"A",1199,170,40
"2016/02/18","20:30:51","A483","20:52:15","7","21",2016-02-18 20:30:51,2016-02-18 20:52:15,"3",FALSE,"A",1284,431,6
"2016/02/18","20:31:02","A484","20:53:34","4","22",2016-02-18 20:31:02,2016-02-18 20:53:34,"3",FALSE,"A",1352,13,11
"2016/02/18","20:31:06","A485","20:53:47","4","22",2016-02-18 20:31:06,2016-02-18 20:53:47,"3",FALSE,"A",1361,221,4
"2016/02/18","20:31:10","A486","20:53:51","3","22",2016-02-18 20:31:10,2016-02-18 20:53:51,"3",FALSE,"A",1361,65,4
"2016/02/18","20:31:30","A487","20:54:15","16","22",2016-02-18 20:31:30,2016-02-18 20:54:15,"3",FALSE,"A",1365,1319,20
"2016/02/18","20:32:05","A488","20:54:56","3","22",2016-02-18 20:32:05,2016-02-18 20:54:56,"3",FALSE,"A",1371,218,35
"2016/02/18","20:32:11","A489","20:57:28","4","25",2016-02-18 20:32:11,2016-02-18 20:57:28,"3",FALSE,"A",1517,12,6
"2016/02/18","20:32:36","A490","20:57:40","4","25",2016-02-18 20:32:36,2016-02-18 20:57:40,"3",FALSE,"A",1504,14,25
"2016/02/18","20:32:42","A491","20:57:54","4","25",2016-02-18 20:32:42,2016-02-18 20:57:54,"3",FALSE,"A",1512,10,6
"2016/02/18","20:32:46","A492","20:58:04","4","25",2016-02-18 20:32:46,2016-02-18 20:58:04,"3",FALSE,"A",1518,13,4
"2016/02/18","20:32:52","A493","20:58:17","4","25",2016-02-18 20:32:52,2016-02-18 20:58:17,"3",FALSE,"A",1525,9,6
"2016/02/18","20:33:11","A494","20:58:26","4","25",2016-02-18 20:33:11,2016-02-18 20:58:26,"3",FALSE,"A",1515,119,19
"2016/02/18","20:33:50","A495","20:58:27","6","24",2016-02-18 20:33:50,2016-02-18 20:58:27,"3",FALSE,"A",1477,16,39
"2016/02/18","20:33:58","A496","20:58:34","3","24",2016-02-18 20:33:58,2016-02-18 20:58:34,"3",FALSE,"A",1476,20,8
"2016/02/18","20:34:07","A497","20:58:43","6","24",2016-02-18 20:34:07,2016-02-18 20:58:43,"3",FALSE,"A",1476,89,9
"2016/02/18","20:34:31","A498","20:58:54","3","24",2016-02-18 20:34:31,2016-02-18 20:58:54,"3",FALSE,"A",1463,15,24
"2016/02/18","20:34:37","A499","20:59:09","3","24",2016-02-18 20:34:37,2016-02-18 20:59:09,"3",FALSE,"A",1472,17,6
"2016/02/18","20:34:42","A500","20:59:26","3","24",2016-02-18 20:34:42,2016-02-18 20:59:26,"3",FALSE,"A",1484,17,5
"2016/02/18","20:34:52","A501","20:59:26","7","24",2016-02-18 20:34:52,2016-02-18 20:59:26,"3",FALSE,"A",1474,22,10
"2016/02/18","20:35:02","A502","20:59:43","3","24",2016-02-18 20:35:02,2016-02-18 20:59:43,"3",FALSE,"A",1481,12,10
"2016/02/18","20:35:05","A503","20:59:48","7","24",2016-02-18 20:35:05,2016-02-18 20:59:48,"3",FALSE,"A",1483,328,3
"2016/02/18","20:35:17","A504","20:59:55","3","24",2016-02-18 20:35:17,2016-02-18 20:59:55,"3",FALSE,"A",1478,11,12
"2016/02/18","20:35:23","A505","21:00:06","3","24",2016-02-18 20:35:23,2016-02-18 21:00:06,"3",FALSE,"A",1483,17,6
"2016/02/18","20:35:35","A506","21:00:12","6","24",2016-02-18 20:35:35,2016-02-18 21:00:12,"3",FALSE,"A",1477,10,12
"2016/02/18","20:35:55","A507","21:00:22","6","24",2016-02-18 20:35:55,2016-02-18 21:00:22,"3",FALSE,"A",1467,198,20
"2016/02/18","20:36:13","A508","21:00:23","3","24",2016-02-18 20:36:13,2016-02-18 21:00:23,"3",FALSE,"A",1450,69,18
"2016/02/18","20:36:51","A509","21:00:25","4","23",2016-02-18 20:36:51,2016-02-18 21:00:25,"3",FALSE,"A",1414,148,38
"2016/02/18","20:37:10","A510","21:01:32","3","24",2016-02-18 20:37:10,2016-02-18 21:01:32,"3",FALSE,"A",1462,17,19
"2016/02/18","20:37:16","A511","21:01:37","8","24",2016-02-18 20:37:16,2016-02-18 21:01:37,"3",FALSE,"A",1461,214,6
"2016/02/18","20:37:36","A512","21:01:49","3","24",2016-02-18 20:37:36,2016-02-18 21:01:49,"3",FALSE,"A",1453,13,20
"2016/02/18","20:37:43","A513","21:02:02","3","24",2016-02-18 20:37:43,2016-02-18 21:02:02,"3",FALSE,"A",1459,13,7
"2016/02/18","20:38:22","A514","21:02:15","3","23",2016-02-18 20:38:22,2016-02-18 21:02:15,"3",FALSE,"A",1433,77,39
"2016/02/18","20:38:53","A515","21:02:23","5","23",2016-02-18 20:38:53,2016-02-18 21:02:23,"3",FALSE,"A",1410,1405,31
"2016/02/18","20:39:01","A516","21:02:53","4","23",2016-02-18 20:39:01,2016-02-18 21:02:53,"3",FALSE,"A",1432,12,8
"2016/02/18","20:39:10","A517","21:03:05","4","23",2016-02-18 20:39:10,2016-02-18 21:03:05,"3",FALSE,"A",1435,221,9
"2016/02/18","20:39:21","A518","21:03:32","3","24",2016-02-18 20:39:21,2016-02-18 21:03:32,"3",FALSE,"A",1451,36,11
"2016/02/18","20:39:25","A519","21:03:40","6","24",2016-02-18 20:39:25,2016-02-18 21:03:40,"3",FALSE,"A",1455,13,4
"2016/02/18","20:39:59","A520","21:03:53","6","23",2016-02-18 20:39:59,2016-02-18 21:03:53,"3",FALSE,"A",1434,12,34
"2016/02/18","20:40:06","A521","21:04:05","6","23",2016-02-18 20:40:06,2016-02-18 21:04:05,"3",FALSE,"A",1439,261,7
"2016/02/18","20:40:11","A522","21:04:08","3","23",2016-02-18 20:40:11,2016-02-18 21:04:08,"3",FALSE,"A",1437,20,5
"2016/02/18","20:40:20","A523","21:04:28","3","24",2016-02-18 20:40:20,2016-02-18 21:04:28,"3",FALSE,"A",1448,1451,9
"2016/02/18","20:40:39","A524","21:05:11","8","24",2016-02-18 20:40:39,2016-02-18 21:05:11,"3",FALSE,"A",1472,405,19
"2016/02/18","20:40:52","A525","21:05:16","7","24",2016-02-18 20:40:52,2016-02-18 21:05:16,"3",FALSE,"A",1464,19,13
"2016/02/18","20:41:01","A526","21:05:35","7","24",2016-02-18 20:41:01,2016-02-18 21:05:35,"3",FALSE,"A",1474,19,9
"2016/02/18","20:41:09","A527","21:05:54","7","24",2016-02-18 20:41:09,2016-02-18 21:05:54,"3",FALSE,"A",1485,18,8
"2016/02/18","20:41:15","A528","21:06:12","7","24",2016-02-18 20:41:15,2016-02-18 21:06:12,"3",FALSE,"A",1497,320,6
"2016/02/18","20:41:38","A529","21:06:32","9","24",2016-02-18 20:41:38,2016-02-18 21:06:32,"3",FALSE,"A",1494,118,23
"2016/02/18","20:41:50","A530","21:06:46","4","24",2016-02-18 20:41:50,2016-02-18 21:06:46,"3",FALSE,"A",1496,12,12
"2016/02/18","20:41:57","A531","21:06:58","4","25",2016-02-18 20:41:57,2016-02-18 21:06:58,"3",FALSE,"A",1501,9,7
"2016/02/18","20:42:06","A532","21:07:07","4","25",2016-02-18 20:42:06,2016-02-18 21:07:07,"3",FALSE,"A",1501,222,9
"2016/02/18","20:42:21","A533","21:08:26","6","26",2016-02-18 20:42:21,2016-02-18 21:08:26,"3",FALSE,"A",1565,13,15
"2016/02/18","20:43:28","A534","21:08:30","9","25",2016-02-18 20:43:28,2016-02-18 21:08:30,"3",FALSE,"A",1502,498,67
"2016/02/18","20:44:05","A535","21:08:39","6","24",2016-02-18 20:44:05,2016-02-18 21:08:39,"3",FALSE,"A",1474,1098,37
