"servers";"mn.custServ";"sd.custServ";"mn.avgD";"sd.avgD";"mn.avgQ";"sd.avgQ";"mn.avgU";"sd.avgU"
15;71,24;9,25848777930802;9,6683500297777;15,1871397001092;0,218775098070171;0,359133879716991;0,658558300872335;0,10725927489483
