"","x"
"1376",207
"1377",729
"1378",306
"1379",244
"1380",29
"1381",16
"1382",318
"1383",254
"1384",1147
"1385",433
"1386",9
"1387",12
"1388",255
"1389",853
"1390",131
"1391",12
"1392",80
"1393",44
"1394",154
"1395",70
"1396",1138
"1397",886
"1398",1376
"1399",1977
"1400",3
"1401",1242
"1402",671
"1403",1290
"1404",465
"1405",471
"1406",849
"1407",1054
"1408",761
"1409",700
"1410",349
"1411",65
"1412",161
"1413",485
"1414",121
"1415",40
"1416",467
"1417",493
"1418",224
"1419",18
"1420",141
"1421",255
"1422",70
"1423",444
"1424",871
"1425",777
"1426",1552
"1427",776
"1428",489
"1429",453
"1430",755
"1431",121
"1432",842
"1433",510
"1434",471
"1435",1198
"1436",2616
"1437",2475
"1438",1738
"1439",1206
"1440",58
"1441",3294
"1442",200
"1443",400
"1444",883
"1445",837
"1446",477
"1447",465
"1448",420
"1449",701
"1450",90
"1451",1591
"1452",727
"1453",318
"1454",1485
"1455",179
"1456",2612
"1457",401
"1458",352
"1459",1134
"1460",1570
"1461",881
"1462",827
"1463",424
"1464",721
"1465",242
"1466",365
"1467",173
"1468",272
"1469",288
"1470",5556
"1471",24
"1472",364
"1473",873
"1474",638
"1475",390
"1476",452
"1477",522
"1478",188
"1479",70
"1480",179
"1481",213
"1482",151
"1483",142
"1484",621
"1485",372
"1486",360
"1487",351
"1488",761
"1489",403
"1490",134
"1491",561
"1492",21
"1493",7
"1494",6
"1495",16
"1496",11
"1497",327
"1498",581
"1499",27
"1500",15
"1501",497
"1502",215
"1503",79
"1504",306
"1505",252
"1506",304
"1507",144
"1508",244
"1509",1239
"1510",490
"1511",262
"1512",2557
"1513",1742
"1514",645
"1515",2661
"1516",1371
"1517",7
"1518",547
"1519",419
"1520",882
"1521",211
"1522",100
"1523",246
"1524",269
"1525",162
"1526",268
"1527",101
"1528",575
"1529",141
"1530",112
"1531",153
"1532",689
"1533",156
"1534",44
"1535",344
"1536",43
"1537",824
"1538",75
"1539",483
"1540",2992
"1541",868
"1542",334
"1543",166
"1544",1883
"1545",2902
"1546",1048
"1547",1745
"1548",931
"1549",3457
"1550",509
"1551",663
"1552",944
"1553",101
"1554",80
"1555",582
"1556",276
"1557",397
"1558",83
"1559",429
"1560",378
"1561",408
"1562",790
"1563",422
"1564",639
"1565",50
"1566",370
"1567",314
"1568",127
"1569",301
"1570",321
"1571",767
"1572",380
"1573",301
