"servers";"mn.custServ";"sd.custServ";"mn.avgD";"sd.avgD";"mn.avgQ";"sd.avgQ";"mn.avgU";"sd.avgU"
7;49.46;5.69674725548969;664.053474943418;268.374229061815;14.2793929345767;6.77567817074202;1.0004118667542;0.028801231193999
